NAME,GEO_ID,COMM,COMM_LABEL,YEAR,VAL,TON,state,cfs area (or part)
1,'Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '03', 'Agricultural products (excludes animal feed, cereal grains, and forage products)', '2012', '0', '0', '01', '14200000'
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3512', 'Electric or electronic transformers, static converters (includes rectifiers, inductors, and power supplies for small appliances and computers)', '2017', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '352', 'Electric cooking appliances, electro-thermic, or electro-mechanical domestic appliances', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '352', 'Electric cooking appliances, electro-thermic, or electro-mechanical domestic appliances', '2017', '252', '14', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3521', 'Electric cooking appliances, and microwave ovens', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3521', 'Electric cooking appliances, and microwave ovens', '2017', '246', '12', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3522', 'Electromechanical or electro-thermic domestic appliances (excludes cooking)', '2017', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3531', 'Telephone or telegraph switching apparatus (excludes parts)', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3522', 'Electromechanical or electro-thermic domestic appliances (excludes cooking)', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '353', 'Line telephone or telegraph apparatus', '2012', '788', '4', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '353', 'Line telephone or telegraph apparatus', '2017', '916', '14', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3531', 'Telephone or telegraph switching apparatus (excludes parts)', '2017', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3539', 'Other line telephone and telegraph communication apparatus, not elsewhere classified (includes telephones, fax machines, ISDN apparatus, modems, and parts for telephone switching)', '2012', '788', '4', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3539', 'Other line telephone and telegraph communication apparatus, not elsewhere classified (includes telephones, fax machines, ISDN apparatus, modems, and parts for telephone switching)', '2017', '900', '14', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '354', 'Electronic entertainment products (excludes parts)', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '354', 'Electronic entertainment products (excludes parts)', '2017', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3540', 'Electronic entertainment products (excludes parts)', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3540', 'Electronic entertainment products (excludes parts)', '2017', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '355', 'Computer and electronic office equipment', '2012', '406', '1', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '355', 'Computer and electronic office equipment', '2017', '288', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3551', 'Computer equipment (excludes parts)', '2012', '401', '1', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3551', 'Computer equipment (excludes parts)', '2017', '288', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3552', 'Office equipment (excludes photocopiers, and facsimile machines)', '2012', '4', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3552', 'Office equipment (excludes photocopiers, and facsimile machines)', '2017', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '356', 'Prepared unrecorded or prerecorded media', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '356', 'Prepared unrecorded or prerecorded media', '2017', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3561', 'Prepared unrecorded media for audio, video, computer, or other uses', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3561', 'Prepared unrecorded media for audio, video, computer, or other uses', '2017', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3562', 'Computer software, pre-recorded media', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3562', 'Computer software, pre-recorded media', '2017', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '357', 'Transmission, and reception apparatus for radio, television, radar, and remote-control', '2012', '22', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '357', 'Transmission, and reception apparatus for radio, television, radar, and remote-control', '2017', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '358', 'Electronic components and parts', '2017', '1413', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3570', 'Transmission apparatus for radio or television broadcasting, radio', '2012', '22', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3570', 'Transmission apparatus for radio or television broadcasting, radio', '2017', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '358', 'Electronic components and parts', '2012', '369', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3581', 'Electronic parts', '2012', '231', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3581', 'Electronic parts', '2017', '286', '1', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3582', 'Parts for electronic entertainment products (includes cabinets)', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3582', 'Parts for electronic entertainment products (includes cabinets)', '2017', '1127', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '359', 'Other electronic and electrical equipment, not elsewhere classified', '2012', '2564', '329', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '359', 'Other electronic and electrical equipment, not elsewhere classified', '2017', '1186', '85', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3591', 'Primary and secondary cells and batteries', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3591', 'Primary and secondary cells and batteries', '2017', '2', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3592', 'Apparatus for switching, protecting, or connecting to electrical circuits', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3592', 'Apparatus for switching, protecting, or connecting to electrical circuits', '2017', '101', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3599', 'Other electronic and electrical equipment and components', '2012', '2069', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3599', 'Other electronic and electrical equipment and components', '2017', '1082', '83', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '36', 'Motorized and other vehicles (includes parts)', '2012', '21326', '2798', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '36', 'Motorized and other vehicles (includes parts)', '2017', '34048', '4323', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3610', 'Motor vehicles for the transport of less than 10 people', '2017', '20334', '928', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '361', 'Motorized vehicles for transport of less than 10 people (excludes motorcycles, armored, and recreational)', '2012', '12044', '753', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '361', 'Motorized vehicles for transport of less than 10 people (excludes motorcycles, armored, and recreational)', '2017', '20334', '928', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3610', 'Motor vehicles for the transport of less than 10 people', '2012', '12044', '753', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '362', 'Motor vehicles for the transport of goods, and  road tractors for semi-trailers', '2017', '339', '5', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3622', 'Road tractors for semitrailers (excludes parts)', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '362', 'Motor vehicles for the transport of goods, and  road tractors for semi-trailers', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3621', 'Motor vehicles for the transport of goods (excludes parts)', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3621', 'Motor vehicles for the transport of goods (excludes parts)', '2017', '339', '5', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '363', 'Other vehicles', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '363', 'Other vehicles', '2017', '1186', '173', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3631', 'Tractors, except road tractors, work tractors (excludes tractor parts)', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3631', 'Tractors, except road tractors, work tractors (excludes tractor parts)', '2017', '0', '3', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3632', 'Motor vehicles for the transport of 10 people or more', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3633', 'Special-purpose motor vehicles (excludes parts)', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3633', 'Special-purpose motor vehicles (excludes parts)', '2017', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3634', 'Chassis fitted with engines, and separate bodies, for motor vehicles', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3634', 'Chassis fitted with engines, and separate bodies, for motor vehicles', '2017', '808', '56', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3636', 'Trailers, semitrailers, and parts', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3636', 'Trailers, semitrailers, and parts', '2017', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3639', 'Armored fighting vehicles and their parts, and other vehicles, not elsewhere classified', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3639', 'Armored fighting vehicles and their parts, and other vehicles, not elsewhere classified', '2017', '33', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '364', 'Motor vehicles parts and accessories (excludes motorcycles and armored fighting vehicles)', '2012', '8281', '1811', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '364', 'Motor vehicles parts and accessories (excludes motorcycles and armored fighting vehicles)', '2017', '12189', '3217', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3640', 'Motor vehicle parts (excludes motorcycles and armored fighting vehicles)', '2012', '8281', '1811', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3640', 'Motor vehicle parts (excludes motorcycles and armored fighting vehicles)', '2017', '12189', '3217', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '37', 'Transportation equipment, not elsewhere classified', '2012', '823', '7', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '37', 'Transportation equipment, not elsewhere classified', '2017', '1629', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '372', 'Aircraft and spacecraft', '2017', '423', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '371', 'Railway equipment (includes locomotives and rolling stock, railway track fixtures and fittings, and parts)', '2012', '38', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3710', 'Railway equipment, and parts', '2012', '38', '0', '01', '99999999']
